1,ADMIN,2016-02-15 01:34:09,2016-02-15 01:34:09
2,N_USER,2016-02-15 01:34:09,2016-02-15 01:34:09
3,WALK_IN,2016-02-15 01:34:09,2016-02-15 01:34:09
